HTID,Year,industry_3_percentile,progress_percentile
mdp.39015031214623,1730.0,0.981124576533155,0.9980569417019424
uc1.31175035214223,1766.0,0.9710875448701368,0.989451969239116
hvd.hn3rp4,1760.0,0.9619652646786068,0.9882407121182488
njp.32101037605357,1755.0,0.9654917893169646,0.981121422217736
nyp.33433007800596,1773.0,0.9667030464378316,0.9770996700586072
hvd.hn2tup,1727.0,0.9625961277623916,0.9754594260407664
mdp.39015064464061,1747.0,0.9905622882665776,0.9653277649151804
nyp.33433007671260,1726.0,0.9848403600966482,0.9644161677591112
